model,step,loss,rolling_loss,correct,running_accuracy,window_accuracy,category,target_index,name,predicted_category,predicted_index
RNN,31,2.8174054622650146,2.922758960723877,0,0.03225806451612903,0.0,Greek,7,Ελένη Σταυρίδης,Portuguese,13
RNN,32,2.7577216625213623,2.9084887504577637,0,0.03125,0.0,Italian,9,Alessandro Russo,Portuguese,13
RNN,33,2.7744698524475098,2.8898431301116942,0,0.030303030303030304,0.0,Greek,7,Αλέξανδρος Παπαδάκης,Portuguese,13
RNN,34,2.9438281059265137,2.883000946044922,0,0.029411764705882353,0.0,Polish,12,Wojciech Wójcik,Portuguese,13
RNN,35,2.9874050617218018,2.8937050342559814,0,0.02857142857142857,0.0,Russian,14,Андрей Михайлов,Portuguese,13
RNN,36,2.912973403930664,2.8926047801971437,0,0.027777777777777776,0.0,Korean,11,박지훈,Portuguese,13
RNN,37,2.8942508697509766,2.8974659204483033,0,0.02702702702702703,0.0,Korean,11,정서준,Portuguese,13
RNN,38,3.0154638290405273,2.9007136106491087,0,0.02631578947368421,0.0,German,6,Matthias Schulz,Portuguese,13
RNN,39,2.8998801708221436,2.888449788093567,0,0.02564102564102564,0.0,Irish,8,Aoife O'Connor,Italian,9
RNN,40,2.904284954071045,2.8907683372497557,0,0.025,0.0,Czech,2,Daniel Veselý,Portuguese,13
RNN,41,2.832754135131836,2.892303204536438,0,0.024390243902439025,0.0,French,5,Noël Durand,Portuguese,13
RNN,42,2.728158473968506,2.889346885681152,1,0.047619047619047616,0.1,Greek,7,Δημήτριος Γεωργίου,Greek,7
RNN,43,3.012803554534912,2.9131802558898925,0,0.046511627906976744,0.1,Russian,14,Роман Кузнецов,English,4
RNN,44,2.8745815753936768,2.906255602836609,0,0.045454545454545456,0.1,Irish,8,Conor O'Connor,English,4
RNN,45,2.946894884109497,2.9022045850753786,0,0.044444444444444446,0.1,Vietnamese,17,Lê Phong,Portuguese,13
RNN,46,2.890559434890747,2.8999631881713865,0,0.043478260869565216,0.1,Japanese,10,加藤悠斗,Portuguese,13
RNN,47,3.0516061782836914,2.9156987190246584,0,0.0425531914893617,0.1,Chinese,1,张霞,Portuguese,13
RNN,48,2.993496894836426,2.913502025604248,0,0.041666666666666664,0.1,Chinese,1,陈伟,Portuguese,13
RNN,49,2.939382791519165,2.9174522876739504,0,0.04081632653061224,0.1,Polish,12,Jakub Wójcik,Greek,7
RNN,50,2.884697198867798,2.9154935121536254,0,0.04,0.1,Czech,2,Filip Novotný,Portuguese,13
RNN,51,2.8617286682128906,2.918390965461731,0,0.0392156862745098,0.1,Japanese,10,高橋誠,Portuguese,13
RNN,52,2.866114616394043,2.9321865797042848,0,0.038461538461538464,0.0,Scottish,15,Angus Murray,Portuguese,13
RNN,53,2.971038818359375,2.928010106086731,0,0.03773584905660377,0.0,Russian,14,Павел Петров,Portuguese,13
RNN,54,2.9516613483428955,2.9357180833816527,0,0.037037037037037035,0.0,Irish,8,Michael Kelly,Portuguese,13
RNN,55,2.773385524749756,2.9183671474456787,0,0.03636363636363636,0.0,Greek,7,Μιχάλης Σταυρίδης,Portuguese,13
RNN,56,2.836975574493408,2.913008761405945,0,0.03571428571428571,0.0,Vietnamese,17,Phan Quân,Italian,9
RNN,57,2.8959741592407227,2.897445559501648,0,0.03508771929824561,0.0,Irish,8,Brendan Kennedy,Portuguese,13
RNN,58,2.666858673095703,2.8647817373275757,1,0.05172413793103448,0.1,Portuguese,13,Luís Martins,Portuguese,13
RNN,59,2.9005160331726074,2.86089506149292,0,0.05084745762711865,0.1,Polish,12,Grzegorz Kowalczyk,French,5
RNN,60,2.7292211055755615,2.845347452163696,0,0.05,0.1,Greek,7,Ευάγγελος Παπαδάκης,Portuguese,13
RNN,61,3.03265643119812,2.8624402284622192,0,0.04918032786885246,0.1,Spanish,16,Fernando Sánchez,Portuguese,13
RNN,62,2.9258577823638916,2.868414545059204,0,0.04838709677419355,0.1,Czech,2,Adam Němec,Greek,7
RNN,63,2.983279228210449,2.8696385860443114,0,0.047619047619047616,0.1,Chinese,1,李军,Portuguese,13
RNN,64,2.770218849182129,2.8514943361282348,0,0.046875,0.1,English,4,James Taylor,Italian,9
RNN,65,2.8054115772247314,2.8546969413757326,0,0.046153846153846156,0.1,French,5,Mathieu d'Aubigné,Portuguese,13
RNN,66,2.6541664600372314,2.8364160299301147,1,0.06060606060606061,0.2,Portuguese,13,Diogo Martins,Portuguese,13
RNN,67,2.8540360927581787,2.8322222232818604,0,0.05970149253731343,0.2,Czech,2,Břetislav Černý,Portuguese,13
RNN,68,2.921630859375,2.85769944190979,0,0.058823529411764705,0.1,Polish,12,Grzegorz Zieliński,Portuguese,13
RNN,69,2.9835710525512695,2.8660049438476562,0,0.057971014492753624,0.1,Russian,14,Олег Васильев,Portuguese,13
RNN,70,2.7910852432250977,2.8721913576126097,0,0.05714285714285714,0.1,Irish,8,Patrick Gallagher,English,4
RNN,71,2.9040257930755615,2.859328293800354,0,0.056338028169014086,0.1,Arabic,0,ماجد الشمري,Portuguese,13
RNN,72,2.88222599029541,2.8549651145935058,0,0.05555555555555555,0.1,Dutch,3,Lucas Smit,Greek,7
RNN,73,2.93560528755188,2.8501977205276487,0,0.0547945205479452,0.1,Vietnamese,17,Đặng Long,Portuguese,13
RNN,74,2.8586981296539307,2.859045648574829,0,0.05405405405405406,0.1,Irish,8,Brian Kennedy,Portuguese,13
RNN,75,2.9902470111846924,2.877529191970825,0,0.05333333333333334,0.1,Japanese,10,鈴木蓮,Portuguese,13
RNN,76,2.834811210632324,2.8955936670303344,0,0.05263157894736842,0.0,Italian,9,Luca Romano,Portuguese,13
RNN,77,2.855707883834839,2.8957608461380007,0,0.05194805194805195,0.0,French,5,Noël Richard,Portuguese,13
RNN,78,2.8882663249969482,2.892424392700195,0,0.05128205128205128,0.0,Arabic,0,خالد القحطاني,Irish,8
RNN,79,2.845151662826538,2.8785824537277223,0,0.05063291139240506,0.0,Irish,8,Ronan McCarthy,Portuguese,13
RNN,80,2.813004732131958,2.880774402618408,0,0.05,0.0,French,5,Hugo Durand,Portuguese,13
RNN,81,2.8685414791107178,2.877225971221924,0,0.04938271604938271,0.0,Dutch,3,Jan Smit,Greek,7
RNN,82,2.8405327796936035,2.873056650161743,0,0.04878048780487805,0.0,Italian,9,Carlo Marino,Portuguese,13
RNN,83,3.009502410888672,2.880446362495422,0,0.04819277108433735,0.0,Spanish,16,Pablo Pérez,Irish,8
RNN,84,3.098475456237793,2.9044240951538085,0,0.047619047619047616,0.0,German,6,Hannah Schmidt,Greek,7
RNN,85,2.8457376956939697,2.8899731636047363,0,0.047058823529411764,0.0,Korean,11,임지민,Portuguese,13
RNN,86,2.799678087234497,2.8864598512649535,0,0.046511627906976744,0.0,French,5,Jean-Luc Durand,Portuguese,13
RNN,87,2.9736690521240234,2.898255968093872,0,0.04597701149425287,0.0,Spanish,16,Alejandro García,Greek,7
RNN,88,2.920299768447876,2.901459312438965,0,0.045454545454545456,0.0,Japanese,10,山本裕子,Irish,8
RNN,89,2.9105846881866455,2.9080026149749756,0,0.0449438202247191,0.0,Arabic,0,إبراهيم الخطيب,Irish,8
RNN,90,2.8977251052856445,2.9164746522903444,0,0.044444444444444446,0.0,Korean,11,최예은,Portuguese,13
RNN,91,2.7560250759124756,2.90522301197052,0,0.04395604395604396,0.0,Greek,7,Στέφανος Παπαδόπουλος,Irish,8
RNN,92,2.6733882427215576,2.8885085582733154,1,0.05434782608695652,0.1,Greek,7,Αλέξανδρος Βασιλείου,Greek,7
RNN,93,2.960667848587036,2.883625102043152,0,0.053763440860215055,0.1,Czech,2,Petr Svoboda,Portuguese,13
RNN,94,2.9923501014709473,2.873012566566467,0,0.05319148936170213,0.1,Scottish,15,Stuart MacDonald,Portuguese,13
RNN,95,2.9288978576660156,2.881328582763672,0,0.05263157894736842,0.1,Vietnamese,17,Đặng Phong,Portuguese,13
RNN,96,2.8016529083251953,2.881526064872742,0,0.052083333333333336,0.1,English,4,Matthew Johnson,Portuguese,13
RNN,97,2.939960241317749,2.8781551837921144,0,0.05154639175257732,0.1,Scottish,15,Alasdair Graham,Portuguese,13
RNN,98,2.7996461391448975,2.8660898208618164,0,0.05102040816326531,0.1,French,5,Gabriel Petit,Greek,7
RNN,99,2.9878463745117188,2.873815989494324,0,0.050505050505050504,0.1,Spanish,16,Pablo Pérez,French,5
RNN,100,2.7825303077697754,2.8622965097427366,0,0.05,0.1,Portuguese,13,André Ferreira,English,4
RNN,101,2.8128063678741455,2.867974638938904,0,0.04950495049504951,0.1,Vietnamese,17,Đặng Minh,Portuguese,13
RNN,102,3.0474319458007812,2.9053790092468263,0,0.049019607843137254,0.0,German,6,Klaus Hoffmann,Portuguese,13
RNN,103,2.82677960395813,2.8919901847839355,0,0.04854368932038835,0.0,Italian,9,Antonio Romano,Portuguese,13
RNN,104,2.9050354957580566,2.8832587242126464,0,0.04807692307692308,0.0,Korean,11,강예준,Portuguese,13
RNN,105,3.000947952270508,2.8904637336730956,0,0.047619047619047616,0.0,Spanish,16,Pablo Martínez,Portuguese,13
RNN,106,2.9315013885498047,2.9034485816955566,0,0.04716981132075472,0.0,Dutch,3,Hendrik van den Berg,Irish,8
RNN,107,2.7326159477233887,2.8827141523361206,0,0.04672897196261682,0.0,Greek,7,Μαρία Παπαδόπουλος,Irish,8
RNN,108,2.916799306869507,2.8944294691085815,0,0.046296296296296294,0.0,Japanese,10,佐藤裕子,Greek,7
RNN,109,2.779313564300537,2.8735761880874633,0,0.045871559633027525,0.0,Vietnamese,17,Lê Thành,Portuguese,13
RNN,110,2.711137533187866,2.8664369106292726,1,0.05454545454545454,0.1,Greek,7,Δημήτριος Παπαδόπουλος,Greek,7
RNN,111,2.9187886714935303,2.877035140991211,0,0.05405405405405406,0.1,Czech,2,Petr Němec,Greek,7
RNN,112,3.0535693168640137,2.877648878097534,0,0.05357142857142857,0.1,Chinese,1,张霞,Greek,7
RNN,113,2.8551034927368164,2.8804812669754027,0,0.05309734513274336,0.1,Czech,2,Jiří Novák,Greek,7
RNN,114,2.960392951965332,2.88601701259613,0,0.05263157894736842,0.1,Japanese,10,佐藤健一,Portuguese,13
RNN,115,2.9931979179382324,2.8852420091629027,0,0.05217391304347826,0.1,Spanish,16,Alejandro Rodríguez,Portuguese,13
RNN,116,2.817317008972168,2.873823571205139,0,0.05172413793103448,0.1,Irish,8,Brendan O'Connor,Greek,7
RNN,117,3.017225503921509,2.902284526824951,0,0.05128205128205128,0.1,Scottish,15,Ross MacKenzie,Greek,7
RNN,118,2.7727460861206055,2.887879204750061,0,0.05084745762711865,0.1,Vietnamese,17,Trần Minh,Portuguese,13
RNN,119,3.0143518447875977,2.911383032798767,0,0.05042016806722689,0.1,Scottish,15,Callum Campbell,Portuguese,13
RNN,120,2.8564460277557373,2.9259138822555544,0,0.05,0.0,Scottish,15,Ewan Murray,Greek,7
RNN,121,3.085222005844116,2.942557215690613,0,0.049586776859504134,0.0,German,6,Jürgen Schmidt,Greek,7
RNN,122,2.8569300174713135,2.9228932857513428,0,0.04918032786885246,0.0,Dutch,3,Daan Smit,Greek,7
RNN,123,2.779794931411743,2.9153624296188356,0,0.04878048780487805,0.0,Portuguese,13,Francisco Oliveira,Greek,7
RNN,124,2.6676392555236816,2.8860870599746704,1,0.056451612903225805,0.1,Portuguese,13,Pedro Costa,Portuguese,13
RNN,125,3.016047239303589,2.888371992111206,0,0.056,0.1,Russian,14,Виктор Новиков,Portuguese,13
RNN,126,3.0042307376861572,2.907063364982605,0,0.05555555555555555,0.1,Chinese,1,吴杰,Portuguese,13
RNN,127,2.9324851036071777,2.898589324951172,0,0.05511811023622047,0.1,Dutch,3,Sem de Jong,Portuguese,13
RNN,128,2.91709566116333,2.9130242824554444,0,0.0546875,0.1,Polish,12,Michał Woźniak,Greek,7
RNN,129,2.947833299636841,2.9063724279403687,0,0.05426356589147287,0.1,Japanese,10,鈴木愛,Greek,7
RNN,130,2.6691224575042725,2.8876400709152223,1,0.06153846153846154,0.2,Greek,7,Ανδρέας Γεωργίου,Greek,7
RNN,131,3.121396064758301,2.891257476806641,0,0.061068702290076333,0.2,German,6,Felix Wagner,Greek,7
RNN,132,2.9888718128204346,2.9044516563415526,0,0.06060606060606061,0.2,Russian,14,Олег Петров,Portuguese,13
RNN,133,2.7483508586883545,2.901307249069214,0,0.06015037593984962,0.2,Portuguese,13,Miguel Ferreira,Greek,7
RNN,134,2.7693045139312744,2.911473774909973,0,0.05970149253731343,0.1,Irish,8,Saoirse Doyle,Portuguese,13
RNN,135,2.698906898498535,2.879759740829468,0,0.05925925925925926,0.1,Greek,7,Σοφία Παπαδόπουλος,Portuguese,13
RNN,136,2.9487011432647705,2.874206781387329,0,0.058823529411764705,0.1,Russian,14,Александр Соколов,Irish,8
RNN,137,2.916165828704834,2.8725748538970945,0,0.058394160583941604,0.1,Dutch,3,Joris de Jong,Portuguese,13
RNN,138,2.8660426139831543,2.867469549179077,0,0.057971014492753624,0.1,Vietnamese,17,Nguyễn Dũng,Portuguese,13
RNN,139,2.89911150932312,2.862597370147705,0,0.05755395683453238,0.1,Czech,2,David Němec,Greek,7
RNN,140,2.638458251953125,2.8595309495925902,1,0.06428571428571428,0.1,Greek,7,Ιωάννης Γεωργίου,Greek,7
RNN,141,2.6701536178588867,2.814406704902649,1,0.07092198581560284,0.2,Portuguese,13,Carlos Rodrigues,Portuguese,13
RNN,142,2.972001552581787,2.8127196788787843,0,0.07042253521126761,0.2,Scottish,15,Ross MacKenzie,Greek,7
RNN,143,2.914921998977661,2.829376792907715,0,0.06993006993006994,0.2,Polish,12,Kamil Nowak,Greek,7
RNN,144,2.8310413360595703,2.8355504751205443,0,0.06944444444444445,0.2,French,5,Pierre Robert,Greek,7
RNN,145,2.9537713527679443,2.8610369205474853,0,0.06896551724137931,0.2,Arabic,0,مصطفى الغامدي,Greek,7
RNN,146,2.759756326675415,2.84214243888855,0,0.0684931506849315,0.2,Irish,8,Brian Doyle,Greek,7
RNN,147,2.84480619430542,2.8350064754486084,0,0.06802721088435375,0.2,Italian,9,Gabriele Romano,Portuguese,13
RNN,148,2.850579261779785,2.8334601402282713,0,0.06756756756756757,0.2,Vietnamese,17,Võ Khang,Portuguese,13
RNN,149,2.874453067779541,2.8309942960739134,0,0.06711409395973154,0.2,Scottish,15,Isla MacLeod,Portuguese,13
RNN,150,3.115417718887329,2.878690242767334,0,0.06666666666666667,0.1,German,6,Maximilian Fischer,Greek,7
RNN,151,3.082766056060791,2.9199514865875242,0,0.06622516556291391,0.0,German,6,Friedrich Müller,Greek,7
RNN,152,2.795912504196167,2.9023425817489623,0,0.06578947368421052,0.0,Vietnamese,17,Nguyễn Ngọc,Greek,7
RNN,153,2.8480801582336426,2.8956583976745605,0,0.06535947712418301,0.0,Japanese,10,佐藤誠,Portuguese,13
RNN,154,3.052748441696167,2.9178291082382204,0,0.06493506493506493,0.0,Chinese,1,赵洋,Portuguese,13
RNN,155,2.9325623512268066,2.9157082080841064,0,0.06451612903225806,0.0,Scottish,15,Hamish Fraser,Greek,7
RNN,156,3.013991355895996,2.9411317110061646,0,0.0641025641025641,0.0,Spanish,16,Alejandro González,Portuguese,13
RNN,157,2.959702968597412,2.9526213884353636,0,0.06369426751592357,0.0,Chinese,1,黄勇,Portuguese,13
RNN,158,2.858119249343872,2.9533753871917723,0,0.06329113924050633,0.0,Czech,2,Ondřej Novotný,Portuguese,13
RNN,159,2.8476381301879883,2.950693893432617,0,0.06289308176100629,0.0,Czech,2,David Veselý,Greek,7
RNN,160,2.8267934322357178,2.921831464767456,0,0.0625,0.0,Czech,2,David Horák,Greek,7
RNN,161,2.6369380950927734,2.877248668670654,1,0.06832298136645963,0.1,Greek,7,Νικόλαος Αθανασίου,Greek,7
RNN,162,2.8657472133636475,2.8842321395874024,0,0.06790123456790123,0.1,Dutch,3,Dirk Visser,Greek,7
RNN,163,2.6132028102874756,2.8607444047927855,1,0.0736196319018405,0.2,Greek,7,Βασίλειος Βασιλείου,Greek,7
RNN,164,2.990507125854492,2.8545202732086183,0,0.07317073170731707,0.2,Chinese,1,赵霞,Greek,7
RNN,165,2.9222323894500732,2.8534872770309447,0,0.07272727272727272,0.2,Czech,2,Ondřej Procházka,Portuguese,13
RNN,166,3.023895263671875,2.8544776678085326,0,0.07228915662650602,0.2,Spanish,16,Alejandro López,Portuguese,13
RNN,167,2.8777711391448975,2.8462844848632813,0,0.0718562874251497,0.2,Irish,8,Ciarán O'Brien,Portuguese,13
RNN,168,2.9243404865264893,2.852906608581543,0,0.07142857142857142,0.2,Japanese,10,田中花子,Greek,7
RNN,169,2.745197296142578,2.842662525177002,0,0.07100591715976332,0.2,Irish,8,Patrick Doyle,Greek,7
RNN,170,2.848011016845703,2.8447842836380004,0,0.07058823529411765,0.2,English,4,Daniel Taylor,Greek,7
RNN,171,2.844398260116577,2.8655303001403807,0,0.07017543859649122,0.1,Italian,9,Stefano Romano,Portuguese,13
RNN,172,2.829763412475586,2.8619319200515747,0,0.06976744186046512,0.1,Japanese,10,加藤大輔,Portuguese,13
RNN,173,2.799020767211914,2.8805137157440184,0,0.06936416184971098,0.0,Czech,2,Pavel Novák,Greek,7
RNN,174,2.9582085609436035,2.8772838592529295,0,0.06896551724137931,0.0,Russian,14,Юрий Соколов,Irish,8
RNN,175,2.9085278511047363,2.875913405418396,0,0.06857142857142857,0.0,Dutch,3,Anne de Jong,Portuguese,13
RNN,176,2.830141067504883,2.8565379858016966,0,0.06818181818181818,0.0,Vietnamese,17,Lê Nam,Portuguese,13
RNN,177,2.991441488265991,2.867905020713806,0,0.06779661016949153,0.0,Spanish,16,Francisco Rodríguez,Portuguese,13
RNN,178,2.905078649520874,2.8659788370132446,0,0.06741573033707865,0.0,English,4,Charles Jones,Portuguese,13
RNN,179,2.7929329872131348,2.8707524061203005,0,0.0670391061452514,0.0,Czech,2,Pavel Dvořák,Greek,7
RNN,180,2.9572224617004395,2.881673550605774,0,0.06666666666666667,0.0,Korean,11,최예준,Greek,7
RNN,181,2.8716282844543457,2.884396553039551,0,0.06629834254143646,0.0,French,5,Lucien Richard,Greek,7
RNN,182,2.720243215560913,2.8734445333480836,0,0.06593406593406594,0.0,Vietnamese,17,Đặng Anh,Portuguese,13
RNN,183,2.936401128768921,2.8871825695037843,0,0.06557377049180328,0.0,Italian,9,Riccardo Ricci,Vietnamese,17
RNN,184,2.939345121383667,2.8852962255477905,0,0.06521739130434782,0.0,Spanish,16,Carlos García,Greek,7
RNN,185,2.829392194747925,2.8773826599121093,0,0.06486486486486487,0.0,Vietnamese,17,Phạm Phong,Portuguese,13
RNN,186,2.905280351638794,2.8848965883255007,0,0.06451612903225806,0.0,Dutch,3,Lucas Jansen,Portuguese,13
RNN,187,2.871971368789673,2.8729495763778687,0,0.06417112299465241,0.0,Irish,8,Eoin Kelly,Greek,7
RNN,188,2.8174796104431152,2.8641896724700926,0,0.06382978723404255,0.0,Dutch,3,Thomas Meijer,Greek,7
RNN,189,2.7525181770324707,2.8601481914520264,0,0.06349206349206349,0.0,Vietnamese,17,Trần Tuấn,Portuguese,13
RNN,190,2.8002305030822754,2.84444899559021,0,0.06315789473684211,0.0,Irish,8,Ciarán Walsh,Vietnamese,17
RNN,191,3.033557176589966,2.860641884803772,0,0.06282722513089005,0.0,German,6,Wolfgang Hoffmann,Portuguese,13
RNN,192,2.8555729389190674,2.8741748571395873,0,0.0625,0.0,Japanese,10,高橋大輔,Greek,7
RNN,193,2.8066515922546387,2.861199903488159,0,0.06217616580310881,0.0,Irish,8,Eoin McCarthy,Greek,7
RNN,194,2.9876601696014404,2.8660314083099365,0,0.061855670103092786,0.0,Scottish,15,Ewan Campbell,Portuguese,13
RNN,195,2.9843509197235107,2.881527280807495,0,0.06153846153846154,0.0,Chinese,1,李敏,Portuguese,13
RNN,196,2.782945156097412,2.869293761253357,0,0.061224489795918366,0.0,Portuguese,13,Francisco Pereira,Irish,8
RNN,197,3.006666660308838,2.8827632904052733,0,0.06091370558375635,0.0,Chinese,1,王伟,Portuguese,13
RNN,198,2.8657307624816895,2.8875884056091308,0,0.06060606060606061,0.0,Japanese,10,加藤彩,Portuguese,13
RNN,199,2.839992046356201,2.896335792541504,0,0.06030150753768844,0.0,English,4,Michael Taylor,Irish,8
RNN,200,2.7854361534118652,2.894856357574463,0,0.06,0.0,Irish,8,Patrick O'Brien,Vietnamese,17
RNN,201,2.961855173110962,2.8876861572265624,0,0.05970149253731343,0.0,Russian,14,Алексей Соколов,Irish,8
RNN,202,2.682060718536377,2.8703349351882936,1,0.06435643564356436,0.1,Portuguese,13,Manuel Martins,Portuguese,13
RNN,203,2.9755725860595703,2.8872270345687867,0,0.06403940886699508,0.1,Arabic,0,إبراهيم الخطيب,Irish,8
RNN,204,2.8054795265197754,2.8690089702606203,0,0.06372549019607843,0.1,Czech,2,Matěj Horák,Greek,7
RNN,205,2.897869110107422,2.860360789299011,0,0.06341463414634146,0.1,English,4,J.R. Davis,Portuguese,13
RNN,206,2.958496332168579,2.8779159069061278,0,0.06310679611650485,0.1,Chinese,1,陈涛,Portuguese,13
RNN,207,2.743410587310791,2.851590299606323,0,0.06280193236714976,0.1,Vietnamese,17,Trần Quân,Portuguese,13
RNN,208,2.679640531539917,2.832981276512146,1,0.0673076923076923,0.2,Portuguese,13,Diogo Santos,Portuguese,13
RNN,209,2.95889949798584,2.8448720216751098,0,0.06698564593301436,0.2,Chinese,1,刘霞,Portuguese,13
RNN,210,2.9431493282318115,2.8606433391571047,0,0.06666666666666667,0.2,Korean,11,김서준,Portuguese,13
RNN,211,2.9282655715942383,2.8572843790054323,0,0.06635071090047394,0.2,Korean,11,박지호,Greek,7
RNN,212,2.6153159141540527,2.8506098985671997,1,0.07075471698113207,0.2,Greek,7,Μιχάλης Αλεξίου,Greek,7
RNN,213,2.849876880645752,2.838040328025818,0,0.07042253521126761,0.2,Dutch,3,Thomas van Dijk,Greek,7
RNN,214,2.7456717491149902,2.832059550285339,0,0.07009345794392523,0.2,Vietnamese,17,Huỳnh Đức,Irish,8
RNN,215,2.850619077682495,2.8273345470428466,0,0.06976744186046512,0.2,English,4,James Brown,Vietnamese,17
RNN,216,2.994779586791992,2.830962872505188,0,0.06944444444444445,0.2,French,5,Étienne Thomas,Portuguese,13
RNN,217,2.6932730674743652,2.8259491205215452,1,0.07373271889400922,0.3,Portuguese,13,Miguel Silva,Portuguese,13
RNN,218,2.8633525371551514,2.8443203210830688,0,0.07339449541284404,0.2,French,5,Georges L'Hôpital,Portuguese,13
RNN,219,2.889456033706665,2.8373759746551515,0,0.0730593607305936,0.2,Japanese,10,渡辺裕子,Irish,8
RNN,220,2.634303331375122,2.8064913749694824,1,0.07727272727272727,0.3,Greek,7,Βασίλειος Δημητρίου,Greek,7
RNN,221,2.8074982166290283,2.7944146394729614,0,0.07692307692307693,0.3,French,5,J.-P. d'Aubigné,Portuguese,13
RNN,222,2.8375864028930664,2.816641688346863,0,0.07657657657657657,0.2,Dutch,3,Sophie van Dijk,Greek,7
RNN,223,2.9760756492614746,2.829261565208435,0,0.07623318385650224,0.2,Chinese,1,黄伟,Portuguese,13
RNN,224,2.609247922897339,2.81561918258667,1,0.08035714285714286,0.3,Greek,7,Θεόδωρος Γεωργίου,Greek,7
RNN,225,3.0169851779937744,2.832255792617798,0,0.08,0.3,Russian,14,Евгений Кузнецов,Irish,8
RNN,226,2.974489212036133,2.830226755142212,0,0.07964601769911504,0.3,Italian,9,Vincenzo Ferrari,Vietnamese,17
RNN,227,2.6538991928100586,2.8262893676757814,1,0.08370044052863436,0.3,Greek,7,Παναγιώτης Παπαδόπουλος,Greek,7
RNN,228,3.1378414630889893,2.853738260269165,0,0.08333333333333333,0.3,German,6,Klaus Meyer,Greek,7
RNN,229,2.8600873947143555,2.850801396369934,0,0.08296943231441048,0.3,Japanese,10,田中陽子,Greek,7
RNN,230,2.8481314182281494,2.8721842050552366,0,0.08260869565217391,0.2,Czech,2,Štěpán Němec,Greek,7
RNN,231,2.8306028842926025,2.8744946718215942,0,0.08225108225108226,0.2,Irish,8,Eoin O'Sullivan,Portuguese,13
