model,step,loss,rolling_loss,correct,running_accuracy,window_accuracy,category,target_index,name,predicted_category,predicted_index
RNN,26,2.9729859828948975,2.870187603510343,0,0.038461538461538464,0.038461538461538464,Czech,2,Petr Veselý,German,6
RNN,27,3.1793811321258545,2.881639215681288,0,0.037037037037037035,0.037037037037037035,Italian,9,Alessandro Marino,Dutch,3
RNN,28,3.018479824066162,2.8865263802664622,0,0.03571428571428571,0.03571428571428571,Korean,11,윤상현,German,6
RNN,29,2.5215041637420654,2.873939407282862,0,0.034482758620689655,0.034482758620689655,German,6,Hans Hoffmann,Irish,8
RNN,30,3.0002634525299072,2.878150208791097,0,0.03333333333333333,0.03333333333333333,Czech,2,Marek Novák,Irish,8
RNN,31,2.769571304321289,2.8746476634856193,0,0.03225806451612903,0.03225806451612903,Greek,7,Ελένη Σταυρίδης,Irish,8
RNN,32,3.1508870124816895,2.8832801431417465,0,0.03125,0.03125,Italian,9,Alessandro Russo,Irish,8
RNN,33,2.6852285861968994,2.8772785808100845,0,0.030303030303030304,0.030303030303030304,Greek,7,Αλέξανδρος Παπαδάκης,Irish,8
RNN,34,3.1766481399536133,2.8860835678437176,0,0.029411764705882353,0.029411764705882353,Polish,12,Wojciech Wójcik,Dutch,3
RNN,35,2.9400362968444824,2.8876250743865968,0,0.02857142857142857,0.02857142857142857,Russian,14,Андрей Михайлов,Irish,8
RNN,36,2.941065788269043,2.889109538661109,0,0.027777777777777776,0.027777777777777776,Korean,11,박지훈,Irish,8
RNN,37,2.918776035308838,2.8899113358678044,0,0.02702702702702703,0.02702702702702703,Korean,11,정서준,Irish,8
RNN,38,2.5822224617004395,2.8818142602318213,0,0.02631578947368421,0.02631578947368421,German,6,Matthias Schulz,Irish,8
RNN,39,2.561699151992798,2.873606180533385,1,0.05128205128205128,0.05128205128205128,Irish,8,Aoife O'Connor,Irish,8
RNN,40,2.707364320755005,2.8694501340389253,0,0.05,0.05,Czech,2,Daniel Veselý,German,6
RNN,41,2.8801615238189697,2.8697113874481945,0,0.04878048780487805,0.04878048780487805,French,5,Noël Durand,Irish,8
RNN,42,2.6644744873046875,2.864824794587635,0,0.047619047619047616,0.047619047619047616,Greek,7,Δημήτριος Γεωργίου,Irish,8
RNN,43,2.832148313522339,2.864064876423326,0,0.046511627906976744,0.046511627906976744,Russian,14,Роман Кузнецов,Irish,8
RNN,44,2.4918594360351562,2.855605661869049,1,0.06818181818181818,0.06818181818181818,Irish,8,Conor O'Connor,Irish,8
RNN,45,2.790614604949951,2.854161416159736,0,0.06666666666666667,0.06666666666666667,Vietnamese,17,Lê Phong,Irish,8
RNN,46,2.9645559787750244,2.8565612979557202,0,0.06521739130434782,0.06521739130434782,Japanese,10,加藤悠斗,Greek,7
RNN,47,3.2363808155059814,2.864642564286577,0,0.06382978723404255,0.06382978723404255,Chinese,1,张霞,Irish,8
RNN,48,3.247763156890869,2.872624243299166,0,0.0625,0.0625,Chinese,1,陈伟,Irish,8
RNN,49,3.0288398265838623,2.8758123164274254,0,0.061224489795918366,0.061224489795918366,Polish,12,Jakub Wójcik,Irish,8
RNN,50,2.682368755340576,2.8719434452056887,0,0.06,0.06,Czech,2,Filip Novotný,Irish,8
RNN,51,2.906576156616211,2.870157551765442,0,0.058823529411764705,0.06,Japanese,10,高橋誠,Irish,8
RNN,52,3.3536925315856934,2.8787941312789918,0,0.057692307692307696,0.06,Scottish,15,Angus Murray,Irish,8
RNN,53,2.7303004264831543,2.8749537897109985,0,0.05660377358490566,0.06,Russian,14,Павел Петров,Irish,8
RNN,54,2.4026966094970703,2.865192914009094,1,0.07407407407407407,0.08,Irish,8,Michael Kelly,Irish,8
RNN,55,2.488187313079834,2.856129069328308,1,0.09090909090909091,0.1,Greek,7,Μιχάλης Σταυρίδης,Greek,7
RNN,56,2.9129858016967773,2.856057062149048,0,0.08928571428571429,0.1,Vietnamese,17,Phan Quân,German,6
RNN,57,2.419450044631958,2.846622495651245,1,0.10526315789473684,0.12,Irish,8,Brendan Kennedy,Irish,8
RNN,58,3.005643129348755,2.8511475944519042,0,0.10344827586206896,0.12,Portuguese,13,Luís Martins,Irish,8
RNN,59,2.9096224308013916,2.8483501482009888,0,0.1016949152542373,0.12,Polish,12,Grzegorz Kowalczyk,Irish,8
RNN,60,2.382429838180542,2.837439765930176,1,0.11666666666666667,0.14,Greek,7,Ευάγγελος Παπαδάκης,Greek,7
RNN,61,3.0811004638671875,2.8429801177978518,0,0.11475409836065574,0.14,Spanish,16,Fernando Sánchez,Irish,8
RNN,62,2.725780963897705,2.8411241722106935,0,0.11290322580645161,0.14,Czech,2,Adam Němec,Irish,8
RNN,63,3.0805270671844482,2.845456781387329,0,0.1111111111111111,0.14,Chinese,1,李军,Irish,8
RNN,64,3.522176742553711,2.8586770200729372,0,0.109375,0.14,English,4,James Taylor,Irish,8
RNN,65,2.7936289310455322,2.856164798736572,0,0.1076923076923077,0.14,French,5,Mathieu d'Aubigné,Irish,8
RNN,66,2.921879529953003,2.8590521907806394,0,0.10606060606060606,0.14,Portuguese,13,Diogo Martins,Irish,8
RNN,67,2.462646245956421,2.8532096338272095,1,0.11940298507462686,0.16,Czech,2,Břetislav Černý,Czech,2
RNN,68,2.906363010406494,2.85788583278656,0,0.11764705882352941,0.14,Polish,12,Grzegorz Zieliński,Irish,8
RNN,69,2.648859739303589,2.8535306549072263,0,0.11594202898550725,0.14,Russian,14,Олег Васильев,Irish,8
RNN,70,2.424269437789917,2.8402817010879517,1,0.12857142857142856,0.16,Irish,8,Patrick Gallagher,Irish,8
RNN,71,2.970839262008667,2.845769624710083,0,0.1267605633802817,0.16,Arabic,0,ماجد الشمري,Irish,8
RNN,72,2.8083078861236572,2.8403549146652223,0,0.125,0.16,Dutch,3,Lucas Smit,Irish,8
RNN,73,2.651500940322876,2.841238179206848,0,0.1232876712328767,0.16,Vietnamese,17,Đặng Long,Irish,8
RNN,74,2.270813226699829,2.8267491340637205,1,0.13513513513513514,0.18,Irish,8,Brian Kennedy,Irish,8
RNN,75,2.786632776260376,2.830243821144104,0,0.13333333333333333,0.18,Japanese,10,鈴木蓮,Irish,8
RNN,76,2.9791414737701416,2.830366930961609,0,0.13157894736842105,0.18,Italian,9,Luca Romano,Irish,8
RNN,77,2.7891018390655518,2.822561345100403,0,0.12987012987012986,0.18,French,5,Noël Richard,Irish,8
RNN,78,2.864372968673706,2.8194792079925537,0,0.1282051282051282,0.18,Arabic,0,خالد القحطاني,Irish,8
RNN,79,2.212151288986206,2.8132921504974364,1,0.13924050632911392,0.2,Irish,8,Ronan McCarthy,Irish,8
RNN,80,2.630906343460083,2.80590500831604,0,0.1375,0.2,French,5,Hugo Durand,Irish,8
RNN,81,2.651872396469116,2.8035510301589968,0,0.13580246913580246,0.2,Dutch,3,Jan Smit,Irish,8
RNN,82,2.881956100463867,2.79817241191864,0,0.13414634146341464,0.2,Italian,9,Carlo Marino,Irish,8
RNN,83,2.907191038131714,2.8026116609573366,0,0.13253012048192772,0.2,Spanish,16,Pablo Pérez,Irish,8
RNN,84,2.758899688720703,2.794256691932678,0,0.13095238095238096,0.2,German,6,Hannah Schmidt,Irish,8
RNN,85,2.8032538890838623,2.791521043777466,0,0.12941176470588237,0.2,Korean,11,임지민,Irish,8
RNN,86,2.438657283782959,2.7814728736877443,0,0.12790697674418605,0.2,French,5,Jean-Luc Durand,Irish,8
RNN,87,3.061410427093506,2.7843255615234375,0,0.12643678160919541,0.2,Spanish,16,Alejandro García,Irish,8
RNN,88,2.9002037048339844,2.790685186386108,0,0.125,0.2,Japanese,10,山本裕子,Irish,8
RNN,89,2.74013090133667,2.794253821372986,0,0.12359550561797752,0.18,Arabic,0,إبراهيم الخطيب,Irish,8
RNN,90,2.942967176437378,2.798965878486633,0,0.12222222222222222,0.18,Korean,11,최예은,Irish,8
RNN,91,2.585836410522461,2.793079376220703,0,0.12087912087912088,0.18,Greek,7,Στέφανος Παπαδόπουλος,Irish,8
RNN,92,2.6164345741271973,2.792118577957153,0,0.11956521739130435,0.18,Greek,7,Αλέξανδρος Βασιλείου,Irish,8
RNN,93,2.8007211685180664,2.791490035057068,0,0.11827956989247312,0.18,Czech,2,Petr Svoboda,Irish,8
RNN,94,3.3667428493499756,2.808987703323364,0,0.11702127659574468,0.16,Scottish,15,Stuart MacDonald,Irish,8
RNN,95,2.563720464706421,2.8044498205184936,0,0.11578947368421053,0.16,Vietnamese,17,Đặng Phong,French,5
RNN,96,3.243985176086426,2.8100384044647218,0,0.11458333333333333,0.16,English,4,Matthew Johnson,Irish,8
RNN,97,3.115006923675537,2.807610926628113,0,0.1134020618556701,0.16,Scottish,15,Alasdair Graham,French,5
RNN,98,2.6830785274505615,2.7963172340393068,0,0.11224489795918367,0.16,French,5,Gabriel Petit,Irish,8
RNN,99,2.5584192276000977,2.7869088220596314,0,0.1111111111111111,0.16,Spanish,16,Pablo Pérez,French,5
RNN,100,2.813873767852783,2.7895389223098754,0,0.11,0.16,Portuguese,13,André Ferreira,French,5
RNN,101,2.7048959732055664,2.7855053186416625,0,0.10891089108910891,0.16,Vietnamese,17,Đặng Minh,French,5
RNN,102,2.5401341915130615,2.76923415184021,0,0.10784313725490197,0.16,German,6,Klaus Hoffmann,French,5
RNN,103,2.6560981273651123,2.767750105857849,0,0.10679611650485436,0.16,Italian,9,Antonio Romano,French,5
RNN,104,2.779096841812134,2.7752781105041504,0,0.10576923076923077,0.14,Korean,11,강예준,Irish,8
RNN,105,2.6134486198425293,2.7777833366394042,0,0.10476190476190476,0.12,Spanish,16,Pablo Martínez,French,5
RNN,106,2.748222827911377,2.774488077163696,0,0.10377358490566038,0.12,Dutch,3,Hendrik van den Berg,Vietnamese,17
RNN,107,2.1688239574432373,2.769475555419922,1,0.11214953271028037,0.12,Greek,7,Μαρία Παπαδόπουλος,Greek,7
RNN,108,2.744270086288452,2.764248094558716,0,0.1111111111111111,0.12,Japanese,10,佐藤裕子,Irish,8
RNN,109,2.4407804012298584,2.754871253967285,0,0.11009174311926606,0.12,Vietnamese,17,Lê Thành,French,5
RNN,110,1.8436325788497925,2.74409530878067,1,0.11818181818181818,0.12,Greek,7,Δημήτριος Παπαδόπουλος,Greek,7
RNN,111,2.78377103805542,2.738148720264435,0,0.11711711711711711,0.12,Czech,2,Petr Němec,Spanish,16
RNN,112,2.9799158573150635,2.743231418132782,0,0.11607142857142858,0.12,Chinese,1,张霞,Irish,8
RNN,113,2.659376621246338,2.7348084092140197,0,0.11504424778761062,0.12,Czech,2,Jiří Novák,Spanish,16
RNN,114,2.6563029289245605,2.7174909329414367,0,0.11403508771929824,0.12,Japanese,10,佐藤健一,Greek,7
RNN,115,2.716062545776367,2.7159396052360534,0,0.11304347826086956,0.12,Spanish,16,Alejandro Rodríguez,Chinese,1
RNN,116,3.196514129638672,2.7214322972297667,0,0.11206896551724138,0.12,Irish,8,Brendan O'Connor,French,5
RNN,117,3.149076223373413,2.7351608967781065,0,0.1111111111111111,0.1,Scottish,15,Ross MacKenzie,French,5
RNN,118,2.1992669105529785,2.7210189747810363,0,0.11016949152542373,0.1,Vietnamese,17,Trần Minh,Greek,7
RNN,119,3.1475369930267334,2.730992519855499,0,0.1092436974789916,0.1,Scottish,15,Callum Campbell,Czech,2
RNN,120,3.1212241649627686,2.7449316143989564,0,0.10833333333333334,0.08,Scottish,15,Ewan Murray,Vietnamese,17
RNN,121,2.640061140060425,2.7383160519599916,0,0.10743801652892562,0.08,German,6,Jürgen Schmidt,Vietnamese,17
RNN,122,2.127645254135132,2.724702799320221,1,0.11475409836065574,0.1,Dutch,3,Daan Smit,Dutch,3
RNN,123,2.818239688873291,2.7280375742912293,0,0.11382113821138211,0.1,Portuguese,13,Francisco Oliveira,French,5
RNN,124,3.0863137245178223,2.7443475842475893,0,0.11290322580645161,0.08,Portuguese,13,Pedro Costa,Czech,2
RNN,125,2.915804862976074,2.746931025981903,0,0.112,0.08,Russian,14,Виктор Новиков,French,5
RNN,126,3.057610273361206,2.7485004019737245,0,0.1111111111111111,0.08,Chinese,1,吴杰,Greek,7
RNN,127,2.7637619972229004,2.7479936051368714,0,0.11023622047244094,0.08,Dutch,3,Sem de Jong,Vietnamese,17
RNN,128,3.0370655059814453,2.751447455883026,0,0.109375,0.08,Polish,12,Michał Woźniak,Greek,7
RNN,129,2.570800542831421,2.7586204409599304,1,0.11627906976744186,0.08,Japanese,10,鈴木愛,Japanese,10
RNN,130,1.7567553520202637,2.741137421131134,1,0.12307692307692308,0.1,Greek,7,Ανδρέας Γεωργίου,Greek,7
RNN,131,2.6152613162994385,2.7404051995277405,0,0.12213740458015267,0.1,German,6,Felix Wagner,Irish,8
RNN,132,2.5590734481811523,2.7339475464820864,1,0.12878787878787878,0.12,Russian,14,Олег Петров,Russian,14
RNN,133,2.54254150390625,2.7266545557975768,1,0.13533834586466165,0.14,Portuguese,13,Miguel Ferreira,Portuguese,13
RNN,134,2.5137758255004883,2.721752078533173,0,0.13432835820895522,0.14,Irish,8,Saoirse Doyle,Greek,7
RNN,135,2.361358404159546,2.7129141688346863,0,0.13333333333333333,0.14,Greek,7,Σοφία Παπαδόπουλος,Scottish,15
RNN,136,2.9376254081726074,2.7228935313224794,0,0.1323529411764706,0.14,Russian,14,Александр Соколов,Greek,7
RNN,137,2.3852412700653076,2.7093701481819155,1,0.1386861313868613,0.16,Dutch,3,Joris de Jong,Dutch,3
RNN,138,2.392587661743164,2.699217827320099,0,0.13768115942028986,0.16,Vietnamese,17,Nguyễn Dũng,Dutch,3
RNN,139,2.5120303630828857,2.694655816555023,1,0.14388489208633093,0.18,Czech,2,David Němec,Czech,2
RNN,140,1.8562918901443481,2.6729223108291627,1,0.15,0.2,Greek,7,Ιωάννης Γεωργίου,Greek,7
RNN,141,2.726689338684082,2.675739369392395,0,0.14893617021276595,0.2,Portuguese,13,Carlos Rodrigues,German,6
RNN,142,3.0914366245269775,2.6852394104003907,0,0.14788732394366197,0.2,Scottish,15,Ross MacKenzie,Irish,8
RNN,143,2.996760845184326,2.689160203933716,0,0.14685314685314685,0.2,Polish,12,Kamil Nowak,Greek,7
RNN,144,2.913457155227661,2.6800944900512693,0,0.14583333333333334,0.2,French,5,Pierre Robert,Greek,7
RNN,145,2.874636650085449,2.68631281375885,0,0.14482758620689656,0.2,Arabic,0,مصطفى الغامدي,Greek,7
RNN,146,2.6356725692749023,2.6741465616226194,0,0.14383561643835616,0.2,Irish,8,Brian Doyle,Greek,7
RNN,147,2.681856870651245,2.6654835605621336,0,0.14285714285714285,0.2,Italian,9,Gabriele Romano,Greek,7
RNN,148,2.2386770248413086,2.6565955305099487,1,0.14864864864864866,0.22,Vietnamese,17,Võ Khang,Vietnamese,17
RNN,149,3.0115976333618164,2.665659098625183,0,0.1476510067114094,0.22,Scottish,15,Isla MacLeod,Greek,7
RNN,150,2.67675518989563,2.66291672706604,0,0.14666666666666667,0.22,German,6,Maximilian Fischer,Greek,7
RNN,151,2.6668622493743896,2.6621560525894163,0,0.1456953642384106,0.22,German,6,Friedrich Müller,Irish,8
RNN,152,2.6253228187561035,2.6638598251342773,0,0.14473684210526316,0.22,Vietnamese,17,Nguyễn Ngọc,Greek,7
RNN,153,2.5398075580596924,2.661534013748169,1,0.1503267973856209,0.24,Japanese,10,佐藤誠,Japanese,10
RNN,154,2.9055111408233643,2.6640622997283936,0,0.14935064935064934,0.24,Chinese,1,赵洋,Irish,8
RNN,155,2.986668109893799,2.671526689529419,0,0.14838709677419354,0.24,Scottish,15,Hamish Fraser,German,6
RNN,156,2.675100564956665,2.670064244270325,0,0.14743589743589744,0.24,Spanish,16,Alejandro González,German,6
RNN,157,3.009434700012207,2.686876459121704,0,0.1464968152866242,0.22,Chinese,1,黄勇,Irish,8
RNN,158,2.463608741760254,2.68126323223114,1,0.1518987341772152,0.24,Czech,2,Ondřej Novotný,Czech,2
RNN,159,2.6418018341064453,2.685283660888672,0,0.1509433962264151,0.24,Czech,2,David Veselý,Dutch,3
RNN,160,2.384169340133667,2.6960943961143493,1,0.15625,0.24,Czech,2,David Horák,Czech,2
RNN,161,1.9306797981262207,2.679032571315765,1,0.16149068322981366,0.26,Greek,7,Νικόλαος Αθανασίου,Greek,7
RNN,162,2.7318763732910156,2.6740717816352846,0,0.16049382716049382,0.26,Dutch,3,Dirk Visser,German,6
RNN,163,1.8666590452194214,2.658217430114746,1,0.1656441717791411,0.28,Greek,7,Βασίλειος Βασιλείου,Greek,7
RNN,164,2.710263729095459,2.659296646118164,0,0.16463414634146342,0.28,Chinese,1,赵霞,Irish,8
RNN,165,2.681487798690796,2.658605151176453,0,0.16363636363636364,0.28,Czech,2,Ondřej Procházka,Portuguese,13
RNN,166,2.682810068130493,2.648331069946289,0,0.16265060240963855,0.28,Spanish,16,Alejandro López,German,6
RNN,167,2.786487340927124,2.641079292297363,0,0.16167664670658682,0.28,Irish,8,Ciarán O'Brien,German,6
RNN,168,2.6219561100006104,2.649533076286316,0,0.16071428571428573,0.28,Japanese,10,田中花子,Greek,7
RNN,169,2.3337879180908203,2.633258094787598,0,0.15976331360946747,0.28,Irish,8,Patrick Doyle,Czech,2
RNN,170,3.405392646789551,2.6389414644241334,0,0.1588235294117647,0.28,English,4,Daniel Taylor,Irish,8
RNN,171,2.533843755722046,2.6368171167373657,0,0.15789473684210525,0.28,Italian,9,Stefano Romano,Vietnamese,17
RNN,172,2.5575997829437256,2.6454162073135374,1,0.16279069767441862,0.28,Japanese,10,加藤大輔,Japanese,10
RNN,173,1.9863499402999878,2.6287784123420717,1,0.1676300578034682,0.3,Czech,2,Pavel Novák,Czech,2
RNN,174,2.1633241176605225,2.6103186202049256,1,0.1724137931034483,0.32,Russian,14,Юрий Соколов,Russian,14
RNN,175,1.9275212287902832,2.5905529475212097,0,0.17142857142857143,0.32,Dutch,3,Anne de Jong,Vietnamese,17
RNN,176,2.897460699081421,2.587349956035614,0,0.17045454545454544,0.32,Vietnamese,17,Lê Nam,Irish,8
RNN,177,2.428351402282715,2.5806417441368104,0,0.1694915254237288,0.32,Spanish,16,Francisco Rodríguez,Dutch,3
RNN,178,3.2704310417175293,2.585309054851532,0,0.16853932584269662,0.32,English,4,Charles Jones,Czech,2
RNN,179,3.129478931427002,2.5964826226234434,0,0.16759776536312848,0.3,Czech,2,Pavel Dvořák,Dutch,3
RNN,180,2.65838885307312,2.6145152926445006,0,0.16666666666666666,0.28,Korean,11,최예준,Japanese,10
RNN,181,2.685046911239624,2.6159110045433045,0,0.16574585635359115,0.28,French,5,Lucien Richard,Irish,8
RNN,182,2.3477883338928223,2.6116853022575377,1,0.17032967032967034,0.28,Vietnamese,17,Đặng Anh,Vietnamese,17
RNN,183,3.1281821727752686,2.6233981156349184,0,0.16939890710382513,0.26,Italian,9,Riccardo Ricci,Czech,2
RNN,184,2.7410271167755127,2.6279431414604186,0,0.16847826086956522,0.26,Spanish,16,Carlos García,Dutch,3
RNN,185,2.0658555030822754,2.622033083438873,1,0.17297297297297298,0.28,Vietnamese,17,Phạm Phong,Vietnamese,17
RNN,186,2.2675271034240723,2.6086311173439025,1,0.1774193548387097,0.3,Dutch,3,Lucas Jansen,Dutch,3
RNN,187,2.2298974990844727,2.605524241924286,1,0.18181818181818182,0.3,Irish,8,Eoin Kelly,Irish,8
RNN,188,2.242824077606201,2.6025289702415466,1,0.18617021276595744,0.32,Dutch,3,Thomas Meijer,Dutch,3
RNN,189,2.391508102416992,2.6001185250282286,0,0.18518518518518517,0.3,Vietnamese,17,Trần Tuấn,Dutch,3
RNN,190,2.1740784645080566,2.606474256515503,1,0.18947368421052632,0.3,Irish,8,Ciarán Walsh,Irish,8
RNN,191,2.374568462371826,2.5994318389892577,0,0.18848167539267016,0.3,German,6,Wolfgang Hoffmann,Czech,2
RNN,192,2.312636137008667,2.5838558292388916,1,0.19270833333333334,0.32,Japanese,10,高橋大輔,Japanese,10
RNN,193,2.354246139526367,2.5710055351257326,0,0.19170984455958548,0.32,Irish,8,Eoin McCarthy,Dutch,3
RNN,194,2.8013858795166016,2.5687641096115112,0,0.19072164948453607,0.32,Scottish,15,Ewan Campbell,Dutch,3
RNN,195,2.665609121322632,2.564583559036255,1,0.19487179487179487,0.34,Chinese,1,李敏,Chinese,1
RNN,196,2.859497547149658,2.56906005859375,0,0.19387755102040816,0.34,Portuguese,13,Francisco Pereira,Irish,8
RNN,197,2.6841824054718018,2.5691065692901613,0,0.19289340101522842,0.34,Chinese,1,王伟,Japanese,10
RNN,198,2.2679734230041504,2.569692497253418,1,0.19696969696969696,0.34,Japanese,10,加藤彩,Japanese,10
RNN,199,3.0079972743988037,2.5696204900741577,0,0.19597989949748743,0.34,English,4,Michael Taylor,Irish,8
RNN,200,1.8020251989364624,2.5521258902549744,1,0.2,0.36,Irish,8,Patrick O'Brien,Irish,8
RNN,201,1.8285959959030151,2.535360565185547,1,0.20398009950248755,0.38,Russian,14,Алексей Соколов,Russian,14
RNN,202,3.656985282897949,2.555993814468384,0,0.20297029702970298,0.38,Portuguese,13,Manuel Martins,Dutch,3
RNN,203,2.9688291549682617,2.564574246406555,0,0.2019704433497537,0.36,Arabic,0,إبراهيم الخطيب,Dutch,3
RNN,204,1.9327383041381836,2.5451187896728515,0,0.20098039215686275,0.36,Czech,2,Matěj Horák,Irish,8
RNN,205,3.795243978500366,2.561290307044983,0,0.2,0.36,English,4,J.R. Davis,Dutch,3
RNN,206,2.649092674255371,2.560770149230957,0,0.19902912621359223,0.36,Chinese,1,陈涛,Japanese,10
RNN,207,1.8630993366241455,2.537843441963196,0,0.19806763285024154,0.36,Vietnamese,17,Trần Quân,Dutch,3
RNN,208,2.9373369216918945,2.5473180055618285,0,0.1971153846153846,0.34,Portuguese,13,Diogo Santos,Irish,8
RNN,209,2.447706460952759,2.5434360980987547,1,0.20095693779904306,0.36,Chinese,1,刘霞,Chinese,1
RNN,210,2.566122531890869,2.5470751619338987,0,0.2,0.34,Korean,11,김서준,Japanese,10
RNN,211,2.622767686843872,2.560916919708252,0,0.1990521327014218,0.32,Korean,11,박지호,Japanese,10
RNN,212,1.7288812398910522,2.5408570170402527,1,0.2028301886792453,0.34,Greek,7,Μιχάλης Αλεξίου,Greek,7
RNN,213,1.7376987934112549,2.538277812004089,1,0.20657276995305165,0.34,Dutch,3,Thomas van Dijk,Dutch,3
RNN,214,2.3880631923675537,2.5318338012695314,0,0.205607476635514,0.34,Vietnamese,17,Huỳnh Đức,Czech,2
RNN,215,3.339691162109375,2.544997868537903,0,0.20465116279069767,0.34,English,4,James Brown,Vietnamese,17
RNN,216,3.2249884605407715,2.5558414363861086,0,0.2037037037037037,0.34,French,5,Étienne Thomas,Irish,8
RNN,217,2.596357822418213,2.5520388460159302,0,0.20276497695852536,0.34,Portuguese,13,Miguel Silva,Vietnamese,17
RNN,218,3.0655136108398438,2.5609099960327146,0,0.2018348623853211,0.34,French,5,Georges L'Hôpital,Irish,8
RNN,219,1.8276398181915283,2.550787034034729,1,0.2054794520547945,0.36,Japanese,10,渡辺裕子,Japanese,10
RNN,220,1.2776601314544678,2.508232383728027,1,0.20909090909090908,0.38,Greek,7,Βασίλειος Δημητρίου,Greek,7
RNN,221,2.975576877593994,2.5170670461654665,0,0.2081447963800905,0.38,French,5,J.-P. d'Aubigné,Dutch,3
RNN,222,1.5131471157073975,2.4961779928207397,1,0.21171171171171171,0.38,Dutch,3,Sophie van Dijk,Dutch,3
RNN,223,2.1964385509490967,2.500379765033722,1,0.21524663677130046,0.38,Chinese,1,黄伟,Chinese,1
RNN,224,1.1549569368362427,2.4802124214172365,1,0.21875,0.38,Greek,7,Θεόδωρος Γεωργίου,Greek,7
RNN,225,2.5046591758728027,2.491755180358887,0,0.21777777777777776,0.38,Russian,14,Евгений Кузнецов,Greek,7
RNN,226,2.799100399017334,2.489787974357605,0,0.2168141592920354,0.38,Italian,9,Vincenzo Ferrari,Vietnamese,17
RNN,227,1.0579314231872559,2.462379574775696,1,0.22026431718061673,0.4,Greek,7,Παναγιώτης Παπαδόπουλος,Greek,7
RNN,228,2.613774538040161,2.4492464447021485,0,0.21929824561403508,0.4,German,6,Klaus Meyer,Vietnamese,17
RNN,229,1.3615872859954834,2.413888611793518,1,0.22270742358078602,0.42,Japanese,10,田中陽子,Japanese,10
RNN,230,1.9272387027740479,2.3992656087875366,1,0.22608695652173913,0.44,Czech,2,Štěpán Němec,Czech,2
RNN,231,3.3825554847717285,2.4132157802581786,0,0.22510822510822512,0.44,Irish,8,Eoin O'Sullivan,Spanish,16
RNN,232,2.0262279510498047,2.4067845726013184,1,0.22844827586206898,0.44,Spanish,16,Carlos Martínez,Spanish,16
RNN,233,1.8776775598526,2.381774480342865,0,0.22746781115879827,0.44,Vietnamese,17,Hoàng Đức,Greek,7
RNN,234,2.329402208328247,2.37354198217392,0,0.2264957264957265,0.44,Arabic,0,عبدالله الخطيب,Greek,7
