model,step,loss,rolling_loss,correct,running_accuracy,window_accuracy,epoch,validation_accuracy,category,target_index,name,predicted_category,predicted_index
RNN,27,3.1238627433776855,2.8130144189905235,0,0.1111111111111111,0.1111111111111111,1,,Korean,11,박수빈,German,6
RNN,28,3.475043773651123,2.8366583245141164,0,0.10714285714285714,0.10714285714285714,1,,Polish,12,Michał Szymański,Arabic,0
RNN,29,2.2426278591156006,2.8161745153624436,0,0.10344827586206896,0.10344827586206896,1,,Russian,14,Игорь Михайлов,Arabic,0
RNN,30,3.0186266899108887,2.822922921180725,0,0.1,0.1,1,,Vietnamese,17,Hoàng Đức,Arabic,0
RNN,31,2.6893200874328613,2.818613152350149,0,0.0967741935483871,0.0967741935483871,1,,Japanese,10,山本彩,German,6
RNN,32,3.591064691543579,2.8427522629499435,0,0.09375,0.09375,1,,Italian,9,Marco Marino,Arabic,0
RNN,33,3.0423362255096436,2.848800261815389,0,0.09090909090909091,0.09090909090909091,1,,Polish,12,Piotr Woźniak,Arabic,0
RNN,34,2.4558331966400146,2.83724240695729,0,0.08823529411764706,0.08823529411764706,1,,Portuguese,13,Carlos Oliveira,Arabic,0
RNN,35,2.7378923892974854,2.8344038350241525,0,0.08571428571428572,0.08571428571428572,1,,Vietnamese,17,Lê Dũng,Arabic,0
RNN,36,2.881096839904785,2.8357008629375033,0,0.08333333333333333,0.08333333333333333,1,,Polish,12,Adam Kowalski,Arabic,0
RNN,37,3.0226006507873535,2.8407522085550667,0,0.08108108108108109,0.08108108108108109,1,,English,4,Matthew Brown,Arabic,0
RNN,38,2.6387908458709717,2.835437435852854,0,0.07894736842105263,0.07894736842105263,1,,Vietnamese,17,Trần Khang,Arabic,0
RNN,39,3.1582343578338623,2.843714280006213,0,0.07692307692307693,0.07692307692307693,1,,Scottish,15,Gordon Murray,Arabic,0
RNN,40,3.414496421813965,2.857983833551407,0,0.075,0.075,1,,Irish,8,Patrick Walsh,Arabic,0
RNN,41,2.3401811122894287,2.8453544988864805,1,0.0975609756097561,0.0975609756097561,1,,Russian,14,Олег Кузнецов,Russian,14
RNN,42,3.0144882202148438,2.8493814922514415,0,0.09523809523809523,0.09523809523809523,1,,Scottish,15,Fergus Robertson,Russian,14
RNN,43,2.269451856613159,2.835894756538923,1,0.11627906976744186,0.11627906976744186,1,,Arabic,0,حسين العتيبي,Arabic,0
RNN,44,2.524841547012329,2.828825365413319,0,0.11363636363636363,0.11363636363636363,1,,Vietnamese,17,Đặng Khang,Arabic,0
RNN,45,3.1383249759674072,2.835703134536743,0,0.1111111111111111,0.1111111111111111,1,,Dutch,3,Lucas van Dijk,Arabic,0
RNN,46,3.198261260986328,2.8435848329378213,0,0.10869565217391304,0.10869565217391304,1,,Irish,8,Michael Kelly,Russian,14
RNN,47,2.342125654220581,2.8329154887097947,1,0.1276595744680851,0.1276595744680851,1,,Russian,14,Дмитрий Новиков,Russian,14
RNN,48,2.3753418922424316,2.823382705450058,1,0.14583333333333334,0.14583333333333334,1,,Vietnamese,17,Trần Anh,Vietnamese,17
RNN,49,2.7948665618896484,2.8228007433365803,0,0.14285714285714285,0.14285714285714285,1,,Japanese,10,山本誠,Portuguese,13
RNN,50,3.085664987564087,2.8280580282211303,0,0.14,0.14,1,,Chinese,1,陈军,German,6
RNN,51,3.126293182373047,2.8339057763417563,0,0.13725490196078433,0.13725490196078433,1,,Chinese,1,张平,Portuguese,13
RNN,52,2.4946911334991455,2.827382417825552,0,0.1346153846153846,0.1346153846153846,1,,German,6,Markus Fischer,Vietnamese,17
RNN,53,3.294041395187378,2.8361873041908696,0,0.1320754716981132,0.1320754716981132,1,,Greek,7,Στέφανος Παπαδάκης,Vietnamese,17
RNN,54,3.137712001800537,2.841771094887345,0,0.12962962962962962,0.12962962962962962,1,,Korean,11,강도윤,Portuguese,13
RNN,55,3.0622639656066895,2.845780056173151,0,0.12727272727272726,0.12727272727272726,1,,Dutch,3,Lars Smit,Vietnamese,17
RNN,56,2.5454530715942383,2.8404170743056705,0,0.125,0.125,1,,Polish,12,Kamil Woźniak,Vietnamese,17
RNN,57,2.222078800201416,2.8295690344091047,1,0.14035087719298245,0.14035087719298245,1,,Russian,14,Антон Иванов,Russian,14
RNN,58,2.3453750610351562,2.8212208624543815,1,0.15517241379310345,0.15517241379310345,1,,Arabic,0,فهد القحطاني,Arabic,0
RNN,59,3.010756254196167,2.8244333267211914,0,0.15254237288135594,0.15254237288135594,1,,Greek,7,Μαρία Βασιλείου,Vietnamese,17
RNN,60,2.883901596069336,2.8254244645436604,0,0.15,0.15,1,,English,4,Donald Wilson,Russian,14
RNN,61,3.749727249145508,2.8405769692092644,0,0.14754098360655737,0.14754098360655737,1,,Czech,2,Jan Veselý,Russian,14
RNN,62,3.597172975540161,2.8527801306016984,0,0.14516129032258066,0.14516129032258066,1,,French,5,Augustin Bernard,Vietnamese,17
RNN,63,2.661667823791504,2.8497466019221713,0,0.14285714285714285,0.14285714285714285,1,,Portuguese,13,Miguel Oliveira,Vietnamese,17
RNN,64,3.0306954383850098,2.8525739274919033,0,0.140625,0.140625,1,,Italian,9,Riccardo Ferrari,Vietnamese,17
RNN,65,2.8213775157928467,2.852093982696533,0,0.13846153846153847,0.13846153846153847,1,,English,4,J.R. Johnson,Russian,14
RNN,66,2.9150073528289795,2.8530472155773277,0,0.13636363636363635,0.13636363636363635,1,,English,4,Daniel Taylor,German,6
RNN,67,2.9409303665161133,2.85435890439731,0,0.13432835820895522,0.13432835820895522,1,,Chinese,1,陈洋,German,6
RNN,68,3.312490463256836,2.8610961332040676,0,0.1323529411764706,0.1323529411764706,1,,Czech,2,Lukáš Horák,Russian,14
RNN,69,2.8014726638793945,2.8602320249529853,0,0.13043478260869565,0.13043478260869565,1,,Scottish,15,Murdo Murray,Russian,14
RNN,70,3.2179782390594482,2.865342685154506,0,0.12857142857142856,0.12857142857142856,1,,Czech,2,Petr Němec,German,6
RNN,71,2.4790589809417725,2.859902069602214,1,0.14084507042253522,0.14084507042253522,1,,German,6,Klaus Meyer,German,6
RNN,72,2.7886438369750977,2.8589123719268374,0,0.1388888888888889,0.1388888888888889,1,,Polish,12,Kamil Kamiński,Russian,14
RNN,73,2.8853695392608643,2.8592747988766187,0,0.136986301369863,0.136986301369863,1,,Irish,8,Ciarán Doyle,German,6
RNN,74,2.41793155670166,2.8533107010093897,1,0.14864864864864866,0.14864864864864866,1,,German,6,Jürgen Meyer,German,6
RNN,75,3.001986265182495,2.855293041865031,0,0.14666666666666667,0.14666666666666667,1,,Korean,11,장서준,Portuguese,13
RNN,76,2.6853315830230713,2.853056706880268,1,0.15789473684210525,0.15789473684210525,1,,Portuguese,13,Inês Sousa,Portuguese,13
RNN,77,2.751288652420044,2.85173504383533,0,0.15584415584415584,0.15584415584415584,1,,Polish,12,Jan Wójcik,Russian,14
RNN,78,3.1263391971588135,2.85525560990358,0,0.15384615384615385,0.15384615384615385,1,,French,5,Mathieu Martin,Russian,14
RNN,79,3.0126781463623047,2.8572483002385005,0,0.1518987341772152,0.1518987341772152,1,,Dutch,3,Lars de Vries,German,6
RNN,80,2.7831013202667236,2.8563214629888534,0,0.15,0.15,1,,Scottish,15,Alasdair Graham,German,6
RNN,81,2.8294670581817627,2.8559899271270375,0,0.14814814814814814,0.14814814814814814,1,,Chinese,1,赵艳,German,6
RNN,82,2.8249430656433105,2.855611306865041,0,0.14634146341463414,0.14634146341463414,1,,Spanish,16,Alejandro Sánchez,German,6
RNN,83,2.7833805084228516,2.8547410562814,0,0.14457831325301204,0.14457831325301204,1,,English,4,Daniel Jones,German,6
RNN,84,2.9137744903564453,2.855443835258484,0,0.14285714285714285,0.14285714285714285,1,,Spanish,16,Francisco Gómez,German,6
RNN,85,2.7628955841064453,2.854355032303754,0,0.1411764705882353,0.1411764705882353,1,,Polish,12,Piotr Szymański,Portuguese,13
RNN,86,2.6901304721832275,2.852445444395376,0,0.13953488372093023,0.13953488372093023,1,,Scottish,15,Isla Murray,German,6
RNN,87,2.8333442211151123,2.852225890104798,0,0.13793103448275862,0.13793103448275862,1,,Arabic,0,طارق النجار,German,6
RNN,88,3.056913137435913,2.8545518815517426,0,0.13636363636363635,0.13636363636363635,1,,Irish,8,Seán McCarthy,Russian,14
RNN,89,2.7679970264434814,2.853579355089852,0,0.1348314606741573,0.1348314606741573,1,,Japanese,10,佐藤健,Portuguese,13
RNN,90,2.799765110015869,2.8529814190334744,0,0.13333333333333333,0.13333333333333333,1,,Scottish,15,Murdo MacLeod,German,6
RNN,91,2.8779866695404053,2.853256202006078,0,0.13186813186813187,0.13186813186813187,1,,Scottish,15,Fergus MacDonald,German,6
RNN,92,3.069830894470215,2.8556102747502536,0,0.13043478260869565,0.13043478260869565,1,,Czech,2,Adam Dvořák,Polish,12
RNN,93,2.9452991485595703,2.856574671242827,0,0.12903225806451613,0.12903225806451613,1,,Czech,2,Jan Černý,German,6
RNN,94,2.886486291885376,2.8568928799730666,0,0.1276595744680851,0.1276595744680851,1,,Vietnamese,17,Nguyễn Khôi,German,6
RNN,95,2.890695333480835,2.857248695273148,0,0.12631578947368421,0.12631578947368421,1,,French,5,Noël Bernard,German,6
RNN,96,2.9726057052612305,2.8584503307938576,0,0.125,0.125,1,,Dutch,3,Lotte Visser,German,6
RNN,97,2.760439872741699,2.8574399137005364,0,0.12371134020618557,0.12371134020618557,1,,Japanese,10,小林由美,Arabic,0
RNN,98,2.7561092376708984,2.856405927210438,1,0.1326530612244898,0.1326530612244898,1,,English,4,Donald Brown,English,4
RNN,99,3.0251708030700684,2.858110622926192,0,0.13131313131313133,0.13131313131313133,1,,Czech,2,Jiří Kučera,Portuguese,13
RNN,100,2.5824596881866455,2.8553541135787963,1,0.14,0.14,1,,German,6,Peter Schulz,German,6
RNN,101,2.9741432666778564,2.8568342900276185,0,0.13861386138613863,0.14,1,,Korean,11,윤재현,Portuguese,13
RNN,102,2.5793797969818115,2.854735164642334,1,0.14705882352941177,0.15,1,,Russian,14,Алексей Сидоров,Russian,14
RNN,103,2.8057637214660645,2.854990794658661,0,0.14563106796116504,0.15,1,,Greek,7,Ανδρέας Δημητρίου,English,4
RNN,104,2.5804131031036377,2.8506760501861574,1,0.15384615384615385,0.16,1,,Polish,12,Piotr Wiśniewski,Polish,12
RNN,105,2.658315420150757,2.84730046749115,1,0.1619047619047619,0.17,1,,English,4,Steven Johnson,English,4
RNN,106,2.7615139484405518,2.845498757362366,0,0.16037735849056603,0.17,1,,Czech,2,Matěj Němec,German,6
RNN,107,2.8258461952209473,2.8462880563735964,0,0.1588785046728972,0.17,1,,Japanese,10,中村京子,English,4
RNN,108,2.8717212677001953,2.8445341110229494,0,0.1574074074074074,0.17,1,,Greek,7,Γεώργιος Σταυρίδης,German,6
RNN,109,2.7923104763031006,2.8436748147010804,0,0.1559633027522936,0.17,1,,Japanese,10,中村太郎,German,6
RNN,110,2.721015691757202,2.8438820457458496,0,0.15454545454545454,0.17,1,,Spanish,16,Pedro Pérez,German,6
RNN,111,2.8917171955108643,2.84348078250885,0,0.15315315315315314,0.17,1,,Spanish,16,Sergio García,German,6
RNN,112,2.472403049468994,2.8378857731819154,1,0.16071428571428573,0.18,1,,Russian,14,Владимир Сидоров,Russian,14
RNN,113,2.6426687240600586,2.8383023238182066,1,0.168141592920354,0.19,1,,Portuguese,13,Inês Jesus,Portuguese,13
RNN,114,2.6227619647979736,2.8367134666442873,0,0.16666666666666666,0.19,1,,Spanish,16,Pablo Fernández,German,6
RNN,115,2.9863200187683105,2.8374653267860412,0,0.16521739130434782,0.19,1,,Dutch,3,Dirk van den Berg,Czech,2
RNN,116,2.289257764816284,2.832347362041473,1,0.1724137931034483,0.2,1,,German,6,Hannah Becker,German,6
RNN,117,2.826477289199829,2.828919188976288,0,0.17094017094017094,0.2,1,,Irish,8,Maeve Kelly,Czech,2
RNN,118,2.965765953063965,2.834459228515625,0,0.1694915254237288,0.19,1,,Dutch,3,Kees Janssen,German,6
RNN,119,3.1028523445129395,2.8390435123443605,0,0.16806722689075632,0.19,1,,Italian,9,Stefano Esposito,Japanese,10
RNN,120,2.7526519298553467,2.8402122259140015,0,0.16666666666666666,0.19,1,,Arabic,0,علي النجار,German,6
RNN,121,2.6930370330810547,2.836296682357788,0,0.1652892561983471,0.19,1,,Greek,7,Νικόλαος Κωνσταντίνου,Japanese,10
RNN,122,2.909234046936035,2.8411879205703734,0,0.16393442622950818,0.18,1,,Chinese,1,杨涛,Japanese,10
RNN,123,2.845794677734375,2.843947265148163,0,0.16260162601626016,0.18,1,,Vietnamese,17,Võ Hải,Polish,12
RNN,124,2.6282737255096436,2.8450105953216553,1,0.1693548387096774,0.19,1,,Arabic,0,نورالدين الخطيب,Arabic,0
RNN,125,2.613370418548584,2.837208445072174,1,0.176,0.2,1,,Greek,7,Ελένη Κωνσταντίνου,Greek,7
RNN,126,2.467477560043335,2.839883713722229,1,0.18253968253968253,0.2,1,,Polish,12,Marcin Lewandowski,Polish,12
RNN,127,2.915882110595703,2.837803907394409,0,0.18110236220472442,0.2,1,,Irish,8,Cian McCarthy,Japanese,10
RNN,128,2.6816415786743164,2.829869885444641,0,0.1796875,0.2,1,,Spanish,16,Miguel García,German,6
RNN,129,2.788353443145752,2.835327141284943,0,0.17829457364341086,0.2,1,,Dutch,3,Hendrik van Dijk,Polish,12
RNN,130,2.576164722442627,2.83090252161026,1,0.18461538461538463,0.21,1,,Greek,7,Παναγιώτης Νικολάου,Greek,7
RNN,131,2.711590528488159,2.831125226020813,1,0.19083969465648856,0.22,1,,English,4,Andrew St. John,English,4
RNN,132,2.766066312789917,2.8228752422332763,0,0.1893939393939394,0.22,1,,Polish,12,Andrzej Woźniak,Czech,2
RNN,133,2.4712648391723633,2.8171645283699034,1,0.19548872180451127,0.23,1,,Greek,7,Παναγιώτης Αλεξίου,Greek,7
RNN,134,2.967237949371338,2.822278575897217,0,0.19402985074626866,0.23,1,,Korean,11,조예은,Japanese,10
RNN,135,2.7776052951812744,2.8226757049560547,0,0.1925925925925926,0.23,1,,Japanese,10,佐藤美咲,Arabic,0
RNN,136,2.918379545211792,2.8230485320091248,0,0.19117647058823528,0.23,1,,Chinese,1,周勇,Japanese,10
RNN,137,2.936460256576538,2.8221871280670165,0,0.1897810218978102,0.23,1,,Czech,2,Petr Svoboda,German,6
RNN,138,2.975412368774414,2.825553343296051,0,0.18840579710144928,0.23,1,,Scottish,15,Rory Fraser,German,6
RNN,139,2.372978925704956,2.817700788974762,1,0.19424460431654678,0.24,1,,Arabic,0,ماجد الخطيب,Arabic,0
RNN,140,2.852827548980713,2.8120841002464294,0,0.19285714285714287,0.24,1,,Irish,8,Brian Walsh,Greek,7
RNN,141,2.3365540504455566,2.812047829627991,1,0.19858156028368795,0.24,1,,German,6,Lukas Weber,German,6
RNN,142,2.7221755981445312,2.8091247034072877,0,0.19718309859154928,0.24,1,,Irish,8,Oisín McCarthy,Greek,7
RNN,143,2.378504753112793,2.810215232372284,1,0.20279720279720279,0.24,1,,Spanish,16,Diego Pérez,Spanish,16
RNN,144,2.7185378074645996,2.8121521949768065,0,0.2013888888888889,0.24,1,,Dutch,3,Sem Visser,German,6
RNN,145,2.9192914962768555,2.809961860179901,0,0.2,0.24,1,,Korean,11,김현우,Japanese,10
RNN,146,2.9787747859954834,2.8077669954299926,0,0.19863013698630136,0.24,1,,Italian,9,Antonio Marino,Spanish,16
RNN,147,2.8578412532806396,2.812924151420593,0,0.19727891156462585,0.23,1,,Scottish,15,Hamish Stewart,English,4
RNN,148,2.7107503414154053,2.816278235912323,0,0.19594594594594594,0.22,1,,French,5,Mathieu Durand,Czech,2
RNN,149,2.507549285888672,2.813405063152313,1,0.20134228187919462,0.23,1,,Japanese,10,加藤さくら,Japanese,10
RNN,150,2.7248058319091797,2.809796471595764,0,0.2,0.23,1,,Portuguese,13,Inês Santos,Greek,7
RNN,151,2.435742139816284,2.8028909611701964,1,0.2052980132450331,0.24,1,,Polish,12,Krzysztof Kamiński,Polish,12
RNN,152,2.8473522663116455,2.8064175724983214,0,0.20394736842105263,0.24,1,,Italian,9,Antonio Esposito,Dutch,3
RNN,153,2.1484758853912354,2.79496191740036,1,0.20915032679738563,0.25,1,,Spanish,16,Miguel Pérez,Spanish,16
RNN,154,2.9715452194213867,2.7933002495765686,0,0.2077922077922078,0.25,1,,Italian,9,Lorenzo Ricci,Spanish,16
RNN,155,2.7433841228485107,2.7901114511489866,0,0.2064516129032258,0.25,1,,Vietnamese,17,Nguyễn Minh,Scottish,15
RNN,156,2.736211061477661,2.792019031047821,0,0.20512820512820512,0.25,1,,Korean,11,조현우,Japanese,10
RNN,157,2.746145248413086,2.7972596955299376,0,0.20382165605095542,0.24,1,,Scottish,15,Niall Douglas,Spanish,16
RNN,158,2.1872613430023193,2.7956785583496093,1,0.2088607594936709,0.24,1,,Greek,7,Νικόλαος Δημητρίου,Greek,7
RNN,159,2.6370248794555664,2.7919412446022034,0,0.20754716981132076,0.24,1,,Italian,9,Paolo Esposito,Dutch,3
RNN,160,2.6444709300994873,2.789546937942505,1,0.2125,0.25,1,,English,4,Michael St. John,English,4
RNN,161,2.803802490234375,2.7800876903533935,0,0.2111801242236025,0.25,1,,French,5,Nicolas Robert,Scottish,15
RNN,162,2.467132568359375,2.7687872862815857,1,0.21604938271604937,0.26,1,,Czech,2,David Novotný,Czech,2
RNN,163,2.591252326965332,2.768083131313324,1,0.22085889570552147,0.27,1,,Portuguese,13,Filipe Jesus,Portuguese,13
RNN,164,2.3234333992004395,2.761010510921478,1,0.22560975609756098,0.28,1,,Arabic,0,طارق الهاشمي,Arabic,0
RNN,165,2.7154557704925537,2.7599512934684753,0,0.22424242424242424,0.28,1,,Korean,11,박하은,Japanese,10
RNN,166,2.8673055171966553,2.759474275112152,0,0.22289156626506024,0.28,1,,Chinese,1,李杰,Japanese,10
RNN,167,2.45619535446167,2.7546269249916078,1,0.2275449101796407,0.29,1,,German,6,Thomas Schulz,German,6
RNN,168,2.7760205268859863,2.7492622256278993,0,0.2261904761904762,0.29,1,,Korean,11,임지호,Greek,7
RNN,169,2.4144887924194336,2.7453923869132995,1,0.23076923076923078,0.3,1,,French,5,Georges L'Hôpital,French,5
RNN,170,2.704991579055786,2.740262520313263,0,0.22941176470588234,0.3,1,,English,4,Steven St. John,French,5
RNN,171,2.827324151992798,2.743745172023773,0,0.22807017543859648,0.29,1,,Chinese,1,刘静,Japanese,10
RNN,172,2.721020221710205,2.743068935871124,0,0.22674418604651161,0.29,1,,Greek,7,Νικόλαος Γεωργίου,Polish,12
RNN,173,2.0889506340026855,2.7351047468185423,1,0.23121387283236994,0.3,1,,German,6,Klaus Fischer,German,6
RNN,174,2.413079023361206,2.735056221485138,0,0.22988505747126436,0.29,1,,Vietnamese,17,Lê Hải,Polish,12
RNN,175,2.8683488368988037,2.733719847202301,0,0.22857142857142856,0.29,1,,Portuguese,13,Manuel Costa,French,5
RNN,176,2.06550669670105,2.727521598339081,1,0.23295454545454544,0.29,1,,Russian,14,Алексей Иванов,Russian,14
RNN,177,3.5559539794921875,2.735568251609802,0,0.23163841807909605,0.29,1,,Spanish,16,Sergio Rodríguez,Arabic,0
RNN,178,2.5284788608551025,2.729589648246765,1,0.23595505617977527,0.3,1,,Vietnamese,17,Phan Long,Vietnamese,17
RNN,179,2.375603675842285,2.723218903541565,1,0.24022346368715083,0.31,1,,Korean,11,조서연,Korean,11
RNN,180,2.4941272735595703,2.7203291630744935,0,0.2388888888888889,0.31,1,,Vietnamese,17,Phan Khôi,Polish,12
RNN,181,1.9224985837936401,2.711259478330612,1,0.2430939226519337,0.32,1,,Russian,14,Роман Михайлов,Russian,14
RNN,182,2.061556339263916,2.703625611066818,0,0.24175824175824176,0.32,1,,Russian,14,Дмитрий Михайлов,Arabic,0
RNN,183,2.172316551208496,2.697514971494675,1,0.2459016393442623,0.33,1,,Vietnamese,17,Phan Hùng,Vietnamese,17
RNN,184,1.9677780866622925,2.688055007457733,1,0.25,0.34,1,,Greek,7,Θεόδωρος Αθανασίου,Greek,7
RNN,185,3.5845861434936523,2.6962719130516053,0,0.24864864864864866,0.34,1,,German,6,Michael Hoffmann,Vietnamese,17
RNN,186,2.0949954986572266,2.6903205633163454,0,0.24731182795698925,0.34,1,,Portuguese,13,Filipe Ferreira,German,6
RNN,187,2.6703670024871826,2.6886907911300657,0,0.24598930481283424,0.34,1,,Italian,9,Fabio Colombo,French,5
RNN,188,2.4894425868988037,2.6830160856246947,0,0.24468085106382978,0.34,1,,Vietnamese,17,Hoàng Minh,French,5
RNN,189,2.6216607093811035,2.681552722454071,0,0.24338624338624337,0.34,1,,Chinese,1,王静,Korean,11
RNN,190,3.2619948387145996,2.6861750197410585,0,0.24210526315789474,0.34,1,,Portuguese,13,Diogo Costa,Vietnamese,17
RNN,191,2.026798963546753,2.677663142681122,1,0.24607329842931938,0.35,1,,Arabic,0,خالد النجار,Arabic,0
RNN,192,2.6734776496887207,2.673699610233307,0,0.24479166666666666,0.35,1,,Russian,14,Владимир Кузнецов,Vietnamese,17
RNN,193,1.7139995098114014,2.661386613845825,1,0.24870466321243523,0.36,1,,Arabic,0,وليد الحسيني,Arabic,0
RNN,194,2.427253484725952,2.656794285774231,0,0.24742268041237114,0.36,1,,Japanese,10,小林裕子,Korean,11
RNN,195,2.2561802864074707,2.6504491353034973,1,0.2512820512820513,0.37,1,,Korean,11,이예준,Korean,11
RNN,196,3.6088924407958984,2.656812002658844,0,0.25,0.37,1,,Irish,8,Oisín Kelly,Arabic,0
RNN,197,2.2835543155670166,2.652043147087097,1,0.25380710659898476,0.38,1,,Korean,11,강민수,Korean,11
RNN,198,1.9006046056747437,2.6434881007671356,0,0.25252525252525254,0.37,1,,Greek,7,Παναγιώτης Βασιλείου,Korean,11
RNN,199,1.5640136003494263,2.628876528739929,1,0.2562814070351759,0.38,1,,Arabic,0,أحمد العتيبي,Arabic,0
RNN,200,2.5523455142974854,2.6285753870010375,0,0.255,0.37,1,,Chinese,1,张丽,Korean,11
RNN,201,2.2462971210479736,2.6212969255447387,0,0.2537313432835821,0.37,1,,Japanese,10,佐藤一郎,Korean,11
RNN,202,3.465576171875,2.6301588892936705,0,0.2524752475247525,0.36,1,,Irish,8,Seán Walsh,Arabic,0
RNN,203,4.763228416442871,2.649733536243439,0,0.2512315270935961,0.36,1,,Czech,2,Jakub Procházka,Arabic,0
RNN,204,5.024598598480225,2.6741753911972044,0,0.25,0.35,1,,French,5,Marcel Robert,Arabic,0
RNN,205,3.1244864463806152,2.678837101459503,0,0.24878048780487805,0.34,1,,Vietnamese,17,Lê Hiếu,Arabic,0
RNN,206,3.643660306930542,2.687658565044403,0,0.24757281553398058,0.34,1,,Czech,2,Marek Procházka,Arabic,0
RNN,207,1.5015336275100708,2.6744154393672943,1,0.25120772946859904,0.35,1,,Arabic,0,حسين القحطاني,Arabic,0
RNN,208,2.838125705718994,2.6740794837474824,0,0.25,0.35,1,,Irish,8,Darragh O'Brien,Arabic,0
RNN,209,1.9913301467895508,2.6660696804523467,1,0.2535885167464115,0.36,1,,Japanese,10,山本花子,Japanese,10
RNN,210,2.2492096424102783,2.6613516199588774,0,0.2523809523809524,0.36,1,,Russian,14,Юрий Соколов,Japanese,10
RNN,211,2.7161898612976074,2.659596346616745,0,0.25118483412322273,0.36,1,,Czech,2,Jan Svoboda,French,5
RNN,212,3.2628536224365234,2.66750085234642,0,0.25,0.35,1,,Vietnamese,17,Đặng Thành,Japanese,10
RNN,213,2.3706014156341553,2.664780179262161,1,0.2535211267605634,0.35,1,,Chinese,1,李敏,Chinese,1
RNN,214,3.103543758392334,2.669587997198105,0,0.2523364485981308,0.35,1,,Dutch,3,Sander van den Berg,Japanese,10
RNN,215,2.1032814979553223,2.660757611989975,1,0.2558139534883721,0.36,1,,Greek,7,Αικατερίνη Αθανασίου,Greek,7
RNN,216,2.735278606414795,2.6652178204059602,0,0.25462962962962965,0.35,1,,Vietnamese,17,Hoàng Quân,Arabic,0
RNN,217,1.8936264514923096,2.6558893120288847,1,0.25806451612903225,0.36,1,,Portuguese,13,Miguel Jesus,Portuguese,13
RNN,218,2.616499662399292,2.652396649122238,1,0.26146788990825687,0.37,1,,Irish,8,Brian Kelly,Irish,8
RNN,219,2.2450361251831055,2.64381848692894,1,0.2648401826484018,0.38,1,,Arabic,0,كريم الهاشمي,Arabic,0
RNN,220,2.7693586349487305,2.643985553979874,0,0.2636363636363636,0.38,1,,French,5,Benoît Martin,English,4
